DataVkl,DataResh,NKO,Structure,Razmer,Srok,Forma,Information,Address,OGRN,INN,VidDeyat
21.10.2015,26.02.2015,"Региональная общественная организация ""Новотуркестанская казачья линия""",Управление общественных связей мэрии города Новосибирска,50000,11.03.2015,финансовая,Грант,"630083 Новосибирск ул. Большевистская, 175/5 ",1105400003598,5405950169,профилактика социально опасных форм поведения граждан
21.10.2015,26.02.2015,"Новосибирская Региональная Общественная Организация по развитию социальных программ ""Авторитет""",Управление общественных связей мэрии города Новосибирска,120000,11.03.2015,финансовая,Грант,"630132 г. Новосибирск, ул. 1905 года 28, 242",1115400002101,5412010958,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
21.10.2015,26.02.2015,"Общественная организация ""Ленинская местная организация Всероссийского общества инвалидов""",Управление общественных связей мэрии города Новосибирска,120000,05.03.2015,финансовая,Грант,"630078 г. Новосибирск, ул. Титова д.10",1065400002690,5404266654,социальная поддержка и защита граждан
21.10.2015,26.02.2015,Новосибирское областное отделение общероссийской общественной организации «Российский Красный Крест»,Управление общественных связей мэрии города Новосибирска,70000,11.03.2015,финансовая,Грант,"630091 г. Новосибирск        ул. Писарева д.4, ",1025400000581,5406022950,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
21.10.2015,26.02.2015,Новосибирская городская общественная организация «Союз Кировчан» (НГОО «Союз Кировчан»),Управление общественных связей мэрии города Новосибирска,60000,05.03.2015,финансовая,Грант,"630088, г. Новосибирск, ул. Петухова, 18",1035400000382,5403145093,социальная поддержка и защита граждан
21.10.2015,26.02.2015,Новосибирское региональное отделение Общероссийской общественной организации ветеранов Вооруженных сил РФ,Управление общественных связей мэрии города Новосибирска,100000,12.03.2015,финансовая,Грант,"Кирова, 3 каб. 112",1025400007786,5405338044,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Новосибирская городская общественная организация молодежи «Молодежный проект»,Управление общественных связей мэрии города Новосибирска,50000,11.03.2015,финансовая,Грант,"630112 г. Новосибирск,: Красный проспект 65-18",1035400005904,5406181269,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,социальная поддержка и защита граждан"
22.10.2015,26.02.2015,Молодежная региональная общественная организация «Федерация альпинизма и скалолазания Новосибирской области»,Управление общественных связей мэрии города Новосибирска,110000,10.03.2015,финансовая,Грант,"630039,г. Новосибирск, ул.Воинская 230/2",1115400002244,5405980124,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
22.10.2015,26.02.2015,Новосибирская общественная организация инвалидов «Федерация Футбола и спорта инвалидов с заболеванием церебральным параличом»,Управление общественных связей мэрии города Новосибирска,100000,12.03.2015,финансовая,Грант,"630025 г. Новосибирск, ул. Новоселов дом 14. ",1115400001287,5409950032,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
22.10.2015,26.02.2015,"Районная общественная организация ветеранов - пенсионеров войны, труда, военной службы и правоохранительных органов Дзержинского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,115000,16.03.2015,финансовая,Грант,"630015 г. Новосибирск Пр .   Дзержинского,16",1025400002726,5401100280,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Межрегиональная общественная организация ветеранов правоохранительных органов и подразделений по борьбе с организованной преступностью,Управление общественных связей мэрии города Новосибирска,70000,19.06.2015,финансовая,Грант,"630007, г. Новосибирск-7,ул. Свердлова, 13",1035400004342,5406167190,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Межрегиональная общественная организация «Центр русского боевого искусства «Русский щит»,Управление общественных связей мэрии города Новосибирска,100000,11.03.2015,финансовая,Грант,"630099, г. Новосибирск, ул. Октябрьская, д. 84 ",1025400006565,5405205502,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
22.10.2015,26.02.2015,"Региональная общественная организация ""Технический военно-исторический клуб ""Сибирская гвардия""""",Управление общественных связей мэрии города Новосибирска,70000,04.06.2015,финансовая,Грант,"630087, Г. НОВОСИБИРСК, УЛ. ВАТУТИНА, 39 ",1085400002302,5403212102,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
22.10.2015,26.02.2015,"Региональный общественный фонд содействия развитию социальных, образовательных, культурных и духовно-просветительных программ для инвалидов по слуху «ЭХО»",Управление общественных связей мэрии города Новосибирска,80000,02.06.2015,финансовая,Грант,630108 город Новосибирск улица Пархоменко дом 8                                                   ,1145476020821,5404504683,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Новосибирская общественная организация «Союз бывших малолетних узников фашистских концлагерей»,Управление общественных связей мэрии города Новосибирска,70000,28.05.2015,финансовая,Грант,"630132, Новосибирск ул.1905 года, дом 11",1025400004695,5405190503,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Новосибирская областная общественная организация детей погибших участников Великой Отечественной войны - «ЭХО»,Управление общественных связей мэрии города Новосибирска,70000,05.03.2015,финансовая,Грант,630111 Кропоткина 136--60,1025400003265,5407197575,социальная поддержка и защита граждан
22.10.2015,26.02.2015,Территориальное общественное самоуправление «Молодежный» Октябрьского района г. Новосибирска,Управление общественных связей мэрии города Новосибирска,50000,25.03.2015,финансовая,Грант,"630133 г. Новосибирск, ул. Лазурная 4/3, ",1035401926801,5405104663,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
22.10.2015,26.02.2015,Некоммерческое партнерство «Комитет детского сада № 97»,Управление общественных связей мэрии города Новосибирска,30000,12.03.2015,финансовая,Грант,"630068  г. Новосибирск, ул. Пришвина, дом 4",1095400000332,5409233067,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2016,"Новосибирская городская общественная организация инвалидов ""Грань""",Управление общественных связей мэрии города Новосибирска,110000,26.03.2015,финансовая,Грант,"630073, г. Новосибирск,Пр. К. Маркса, 15-75",1065400041761,5404279854,социальная поддержка и защита граждан
23.10.2015,26.02.2015,Новосибирская городская общественная организация усыновителей “День аиста”,Управление общественных связей мэрии города Новосибирска,110000,28.05.2015,финансовая,Грант,"630048, г. Новосибирск, ул. Сибиряков-Гвардейцев, 22",1055400026428,5404260211,социальная поддержка и защита граждан
23.10.2015,26.02.2016,"Местная общественная организация содействия развитию Центрального округа города Новосибирска ""Союз жителей Центрального округа""",Управление общественных связей мэрии города Новосибирска,70000,19.03.2015,финансовая,Грант,"ул. Семьи Шамшиных, 30  ",1115400000638,5406571565,социальная поддержка и защита граждан
23.10.2015,26.02.2015,"Районная организация ветеранов-пенсионеров войны, труда, военной службы и правоохранительных органов Кировского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,100000,13.03.2015,финансовая,Грант,"630106, г.Новосибирск, ул.Сибиряков-Гвардейцев, дом 66",1025400002748,5403101498,социальная поддержка и защита граждан
23.10.2015,26.02.2015,Новосибирский региональный общественный Фонд сохранения культуры хакасов «Ал Хоорай»,Управление общественных связей мэрии города Новосибирска,50000,16.03.2015,финансовая,Грант,"630084 г.Новосибирск, ул.25 лет Октября, д.8",1125400000593,5401980204,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2015,Новосибирская городская общественная организация «Гуманитарный проект»,Управление общественных связей мэрии города Новосибирска,100000,12.03.2015,финансовая,Грант,"630099, Новосибирск, ул. Максима Грького, 104",1025400005762,5412011283,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,социальная поддержка и защита граждан"
23.10.2015,26.02.2015,Автономная некоммерческая организация «Масс-Медиа-Центр»,Управление общественных связей мэрии города Новосибирска,130000,03.03.2015,финансовая,Грант,"630007, г. Новосибирск Ул. Коммунистическая,19",1065406030843,5406340656,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.03.2015,"Некоммерческое партнерство ""Совет по защите прав и законных интересов субъектов малого и среднего бизнеса""",Управление общественных связей мэрии города Новосибирска,100000,12.03.2015,финансовая,Грант,"630003 г. Новосибирск Ул. Ленина,57",1095400000200,5407059617,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.03.2015,Новосибирская областная общественная организация Российского Союза Молодежи,Управление общественных связей мэрии города Новосибирска,70000,12.03.2015,финансовая,Грант,"630133, г. Новосибирск, ул. Лазурная, 2, 221",1065400041178,5406352845,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2015,Некоммерческое партнерство содействия реализации информационных проектов «Сигнал»,Управление общественных связей мэрии города Новосибирска,110000,17.03.2015,финансовая,Грант," 630049, г. Новосибирск, ул. Дуси-Ковальчук, 272/4",1125400001044,5402980302,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2015,"Районная организация ветеранов-пенсионеров войны, труда, военной службы и правоохранительных органов Октябрьского района",Управление общественных связей мэрии города Новосибирска,50000,11.03.2015,финансовая,Грант,"г. Новосибирск, ул. Сакко и Ванцетти, 33",1025400003298,5405150966,социальная поддержка и защита граждан
23.10.2015,26.02.2015,Фонд «Содействие просвещению и защите прав граждан в сфере охраны здоровья и жилищно-коммунального хозяйства»,Управление общественных связей мэрии города Новосибирска,73000,14.03.2015,финансовая,Грант,"г. Новосибирск, ул. Вокзаль-ная магистраль, 2",1145476066823,5406782164,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2015,"Местная общественная организация по правам человека ""Партнер""",Управление общественных связей мэрии города Новосибирска,140000,03.06.2015,финансовая,Грант,"630099, г.Новосибирск Красный проспект, 25-425",1065400043807,5406369990,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,оказание юридической помощи на безвозмездной или на льготной основе гражданам и некоммерческим организациям и правовое просвещение населения, деятельность по защите прав и свобод человека и гражданина"
23.10.2015,26.02.2012,Новосибирский областной общественный фонд развития Академгородка «Академгородок»,Управление общественных связей мэрии города Новосибирска,100000,11.03.2015,финансовая,Грант,"630090, г. Новосибирск, ул. Терешковой 12А",1105400000925,5408278636,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
23.10.2015,26.02.2015,"Новосибирская городская общественная организация инвалидов ""САВА""",Управление общественных связей мэрии города Новосибирска,55000,25.03.2015,финансовая,Грант,"Ад. 630015, проспект Дзержинского, 81",1025400002979,5410145792,социальная поддержка и защита граждан
23.10.2015,26.02.2015,"Новосибирский городской общественный фонд поддержки социальных инициатив ""Общее дело""",Управление общественных связей мэрии города Новосибирска,100000,12.03.2015,финансовая,Грант,"630088, г.Новосибирск, ул.Петухова, дом 68",1025400006862,5403157003,социальная поддержка и защита граждан
23.10.2015,26.02.2015,Новосибирская областная общественная ветеранская организация «ДЕТИ ВОЙНЫ»,Управление общественных связей мэрии города Новосибирска,70000,25.03.2015,финансовая,Грант,"630099, г. Новосибирск, ул. Каменская 3,к.27",1025400003551,5405172568,социальная поддержка и защита граждан
23.10.2015,26.02.2015,"Районная общественная организация ветеранов - пенсионеров войны, труда, военной службы и правоохранительных органов Первомайского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,114000,21.05.2015,финансовая,Грант,"630046 г. Новосибирск ул. Физкультурная , 7",1025400002760,5409105499,социальная поддержка и защита граждан
26.10.2015,26.02.2015,Городская общественная детская организация «Новосибирская Ассоциация Детских Объединений»,Управление общественных связей мэрии города Новосибирска,60000,12.03.2015,финансовая,Грант,"630099, г. Новосибирск, ул. Мичурина, дом 3",1035400003715,5406023086,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,Некоммерческий фонд поддержки Дома детского творчества им. А.И. Ефремова,Управление общественных связей мэрии города Новосибирска,60000,29.05.2015,финансовая,Грант,"630024, г. Новосибирск, ул. Мира, д. 36",1045401323670,5403173742,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,"НОВОСИБИРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНЫЙ КЛУБ ""СТРИЖИ""""",Управление общественных связей мэрии города Новосибирска,50000,29.05.2015,финансовая,Грант,"630040, г. Новосибирск, ул. Кубовая, 112",1135476181390,5402570592,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,Региональная молодежная общественная организация «Актив»,Управление общественных связей мэрии города Новосибирска,150000,03.06.2015,финансовая,Грант,"630008,г.Новосибирск, ул.Лескова,15, к.224 ",1085400002907,5423000716,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,"Религиозная организация ""Новосибирская Епархия Русской Православной Церкви (Московский Патриархат)""",Управление общественных связей мэрии города Новосибирска,100000,27.03.2015,финансовая,Грант,"г. Новосибирск, ул. Советская, 91",1025400005245,5402113934,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,Новосибирский областной общественный фонд защиты прав потребителей «Гражданский патруль»,Управление общественных связей мэрии города Новосибирска,50000,17.03.2015,финансовая,Грант,"630004, Россия г. Новосибирск, ул. Ленина, 28",1135476015707,5407483022,социальная поддержка и защита граждан
26.10.2015,26.02.2015,Межрегиональная общественная организация развития творческого мышления «Картина Жизни»,Управление общественных связей мэрии города Новосибирска,50000,03.03.2015,финансовая,Грант,"630099, г. Новосибирск, ул. Ядринцевская, 53/1, оф. 909",1125400003915,5406970979,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,Некоммерческое партнерство Детский контактный зоопарк «Дворик»,Управление общественных связей мэрии города Новосибирска,62000,10.04.2015,финансовая,Грант,"630106, г. Новосибирск-106 ул. Зорге, 47",1125400002364,5403990261,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,Автономная некоммерческая организация поддержки и развития социальных инициатив «Активный Город»,Управление общественных связей мэрии города Новосибирска,120000,10.06.2015,финансовая,Грант,"630061, г. Новосибирск,  ул. Кочубея 3/1, ",1145476127653,5401383159,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,"Автономная некоммерческая организация ""Информационно-методический центр ""Трезвый город""""",Управление общественных связей мэрии города Новосибирска,60000,11.03.2015,финансовая,Грант,"630091, г. Новосибирск-91, ул. Фрунзе, 2 б, оф. 1",1085400001851,541001001,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
26.10.2015,26.02.2015,"Районная общественная организации ветеранов – пенсионеров войны, труда, военной службы и правоохранительных органов Заельцовского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,115000,16.03.2015,финансовая,Грант,"630049, г. Новосибирск, ул. Дуси Ковальчук, д. 179",1025400002792,5402126203,социальная поддержка и защита граждан
26.10.2015,26.02.2015,Благотворительный фонд «СОЗВЕЗДИЕ СЕРДЕЦ»,Управление общественных связей мэрии города Новосибирска,120000,08.04.2015,финансовая,Грант,"г. Новосибирск, ул. Писарева, 102",1105400004247,5406571332,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества"
26.10.2015,26.02.2015,Автономная некоммерческая организация социально-культурной реабилитации «Больничные клоуны НОС»,Управление общественных связей мэрии города Новосибирска,72000,24.04.2015,финансовая,Грант,"6300066, г. Новоси-бирск, ул. Комсомоль-ская, д. 3 кв. 207",1145476072499,5403359850,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
